L:O-Kem Singa Menerkam Radio, 2921.455322, 696.797778, -10233.913086, 1.616946, -0.016760, 0.012768
L:J-Sungai Cengkih Besar, 4556.180176, 208.483990, -10648.981445, -0.419178, 0.001585, 0.000884
L:H-Kuala Cengkih Lighthouse, 6175.759766, 212.434158, -12039.759766, -2.911359, 0.011930, -0.000450
L:O-Pulau Kait Lagoon, 5830.511230, 222.515732, -11323.998047, -0.000362, -0.029383, -0.008653
L:P-Sungai Cengkih Besar, 4428.690918, 208.482806, -10429.965820, -1.250091, 0.022689, 0.000002
L:O-Frozen Dam, 4810.616211, 285.379285, -7499.063965, -1.819505, -0.034010, 0.030154
L:H-Kastelo Singa Dark Tower, 4847.241699, 563.755935, -7063.285156, -2.504635, 0.020006, -0.000446
L:H-Top Of The World, 4068.292480, 1987.265381, -4358.175781, 3.072468, 0.018060, -0.077986
L:X-Kem Jalan Gurun, -8888.165039, 239.855859, 7460.459961, 3.072468, 0.018060, -0.077986
L:X-Pekan Selamat, -8912.170898, 256.741510, 9572.885742, 2.072468, 0.018060, -0.077986
L:X-Kampung Lima Batu, -10511.931641, 422.341577, 8585.500977, 0.072468, 0.018060, -0.077986
L:X-Tasik Permata, -11951.755859375, 205.9031036377, 5999.3271484375, 20.972468, 0.018060, -0.077986
L:P-Pulau Dayang Terlena, -12326.871094, 611.221497, 4804.315918, 4.200000, 0.018060, -0.000000
L:O-Bandar Kayu Manis, 6741.713379, 1341.112183, -2655.540527, 2.690000, 0.018060, -0.000000
L:D-Bandar Dataran Sawah, 10803.456054688, 365.32214355469, 357.5986328125, 0.990000, 0.018060, -0.000000
L:D-Pekan Pakis, 12764.809570313, 299.50402832031, -1695.0263671875, 0.430000, 0.018060, -0.000000
L:D-Cape Carnival, 14049.224609375, 216.99478149414, -2004.296875, 2.150000, 0.018060, -0.000000
L:P-Cape Carnival, 13692.92578125, 239.6287689209, -2267.3273925781, 0.540000, 0.018060, -0.000000
L:P-Negeri Tenggara, 9753.0595703125, 204.77682495117, 3913.8173828125, 0.855000, 0.018060, -0.000000
L:H-Kampung Bunga Mawar, 13580.350585938, 216.87164306641, 3091.2541503906, 2.479000, 0.018060, -0.000000
L:D-Kampung Bunga Mawar, 13087.063476563, 276.95349121094, 2589.2482910156, 2.479000, 0.018060, -0.000000
L:D-Kampung Tanah Runtuh, 11378.908203125, 364.83639526367, 2407.2033691406, 0.279000, 0.018060, -0.000000
L:P-Kampung Tanah Runtuh, 5845.0336914063, 251.07065612793, 7158.978515625, 4.70000, 0.018060, -0.000000
L:P-Kem Jalan Merpati, -7021.6630859375, 1050.3585009766, 11724.643554688, 4.17000, 0.018060, -0.000000
L:H-Fasility Gunung Timur, 14208.241210938, 537.46824951172, 12514.694335938, 0.300081, 0.018060, -0.000000
L:H-Kem Gereja Merah, 13835.293945313, 306.66708374023, 11196.102539063, 5.500081, 0.018060, -0.000000
L:H-Kem Kuala Utara, 14073.215820313, 204.76194763184, 10537.708984375, 6.290081, 0.018060, -0.000000
L:H-Kem Komander Williamson, 12367.1015625, 911.79947021484, 11712.7890625, 5.890081, 0.018060, -0.000000
L:H-Kem Pulau Kerbau, 10151.532226563, 217.02061462402, 10827.111328125, 6.300081, 0.018060, -0.000000
